cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D speed) [m/s],GPS (3D speed) [m/s],fix,precision
198672.15789473688,2024-03-24T09:11:21.399Z,45.1372842,10.8008964,4.661884231488834,9.502,9.21,3,145
198724.8421052632,2024-03-24T09:11:21.454Z,45.137286,10.8008902,4.687884231488837,9.508,9.51,3,145
198777.52631578952,2024-03-24T09:11:21.509Z,45.1372873,10.8008838,4.713884231488834,9.545,9.51,3,145
198830.21052631584,2024-03-24T09:11:21.564Z,45.1372886,10.8008774,4.730884231488837,9.528,9.55,3,145
198882.89473684217,2024-03-24T09:11:21.619Z,45.1372901,10.8008703,4.730884231488837,9.935,9.53,3,145
198935.57894736849,2024-03-24T09:11:21.674Z,45.1372913,10.8008635,4.704884231488833,9.996,9.94,3,145
198988.2631578948,2024-03-24T09:11:21.729Z,45.1372929,10.8008562,4.676884231488835,10.34,10,3,145
199040.94736842113,2024-03-24T09:11:21.784Z,45.1372942,10.8008488,4.634884231488833,10.548,10.34,3,145
199093.63157894745,2024-03-24T09:11:21.839Z,45.137295,10.800841,4.614884231488837,10.819,10.55,3,145
199146.31578947377,2024-03-24T09:11:21.894Z,45.1372954,10.8008335,4.605884231488837,10.785,10.82,3,145
199199,2024-03-24T09:11:21.949Z,45.137296,10.8008261,4.598884231488832,10.695,10.79,3,149
199257.88235294117,2024-03-24T09:11:22.004Z,45.1372965,10.8008188,4.581884231488836,10.613,10.7,3,149
199316.76470588235,2024-03-24T09:11:22.059Z,45.1372966,10.8008113,4.534884231488832,10.669,10.62,3,149
199375.64705882352,2024-03-24T09:11:22.114Z,45.1372963,10.8008029,4.522884231488838,11.064,10.67,3,149
199434.5294117647,2024-03-24T09:11:22.169Z,45.137296,10.8007944,4.517884231488836,11.407,11.07,3,149
199493.41176470587,2024-03-24T09:11:22.224Z,45.1372962,10.8007853,4.492884231488837,11.898,11.41,3,149
199552.29411764705,2024-03-24T09:11:22.279Z,45.1372952,10.8007778,4.446884231488838,11.536,11.9,3,149
199611.17647058822,2024-03-24T09:11:22.334Z,45.1372942,10.8007702,4.422884231488837,11.252,11.54,3,149
199670.0588235294,2024-03-24T09:11:22.389Z,45.1372931,10.8007627,4.370884231488837,11.109,11.25,3,149
199728.94117647057,2024-03-24T09:11:22.444Z,45.1372923,10.8007546,4.371884231488835,11.257,11.11,3,149
199787.82352941175,2024-03-24T09:11:22.499Z,45.137291,10.8007466,4.3728842314888325,11.408,11.26,3,149
199846.70588235292,2024-03-24T09:11:22.554Z,45.1372901,10.8007385,4.438884231488835,11.481,11.41,3,149
199905.5882352941,2024-03-24T09:11:22.609Z,45.1372883,10.8007303,4.416884231488837,11.627,11.48,3,149
199964.47058823527,2024-03-24T09:11:22.664Z,45.1372869,10.8007223,4.385884231488838,11.673,11.63,3,149
200023.35294117645,2024-03-24T09:11:22.719Z,45.1372854,10.8007147,4.366884231488832,11.532,11.67,3,149
200082.23529411762,2024-03-24T09:11:22.774Z,45.1372841,10.8007062,4.316884231488835,11.794,11.53,3,149
200141.1176470588,2024-03-24T09:11:22.829Z,45.137282,10.8006971,4.319884231488835,12.353,11.8,3,149
200200,2024-03-24T09:11:22.884Z,45.1372797,10.800689,4.328884231488836,12.329,12.35,3,149
200252.68421052632,2024-03-24T09:11:22.939Z,45.1372775,10.8006807,4.307884231488835,12.432,12.33,3,149
200305.36842105264,2024-03-24T09:11:22.994Z,45.1372752,10.8006725,4.280884231488834,12.47,12.43,3,149
200358.05263157896,2024-03-24T09:11:23.049Z,45.1372731,10.8006637,4.268884231488833,12.728,12.47,3,149
200410.73684210528,2024-03-24T09:11:23.104Z,45.1372706,10.8006551,4.239884231488837,12.87,12.73,3,149
200463.4210526316,2024-03-24T09:11:23.159Z,45.1372679,10.8006464,4.222884231488834,13.042,12.87,3,149
200516.10526315792,2024-03-24T09:11:23.214Z,45.1372653,10.8006376,4.186884231488833,13.155,13.04,3,149
200568.78947368424,2024-03-24T09:11:23.269Z,45.1372626,10.8006283,4.127884231488835,13.511,13.16,3,149
200621.47368421056,2024-03-24T09:11:23.324Z,45.1372597,10.8006191,4.083884231488838,13.773,13.51,3,149
200674.15789473688,2024-03-24T09:11:23.379Z,45.1372562,10.8006095,4.080884231488838,14.173,13.78,3,149
200726.8421052632,2024-03-24T09:11:23.434Z,45.1372528,10.8006002,4.096884231488836,14.32,14.18,3,149
200779.52631578952,2024-03-24T09:11:23.489Z,45.1372497,10.8005906,4.055884231488832,14.575,14.32,3,149
200832.21052631584,2024-03-24T09:11:23.544Z,45.1372461,10.8005807,4.053884231488837,14.895,14.58,3,149
200884.89473684217,2024-03-24T09:11:23.599Z,45.1372424,10.8005706,4.087884231488836,15.266,14.9,3,149
200937.57894736849,2024-03-24T09:11:23.654Z,45.1372384,10.8005609,4.127884231488835,15.412,15.27,3,149
200990.2631578948,2024-03-24T09:11:23.709Z,45.1372346,10.8005509,4.086884231488838,15.61,15.41,3,149
201042.94736842113,2024-03-24T09:11:23.764Z,45.1372306,10.8005411,4.045884231488834,15.764,15.61,3,149
201095.63157894745,2024-03-24T09:11:23.819Z,45.1372266,10.8005309,3.9838842314888367,16.022,15.77,3,149
201148.31578947377,2024-03-24T09:11:23.874Z,45.1372224,10.8005205,3.9008842314888383,16.326,16.02,3,149
201201,2024-03-24T09:11:23.929Z,45.1372181,10.8005098,3.735884231488832,16.701,16.33,3,170
201256.61111111112,2024-03-24T09:11:23.984Z,45.1372138,10.8004991,3.617884231488837,16.942,16.71,3,170
201312.22222222225,2024-03-24T09:11:24.039Z,45.1372097,10.8004889,3.5448842314888367,16.905,16.95,3,170
201367.83333333337,2024-03-24T09:11:24.094Z,45.1372053,10.8004783,3.5158842314888332,17.09,16.91,3,170
201423.4444444445,2024-03-24T09:11:24.149Z,45.1372007,10.8004673,3.556884231488837,17.365,17.1,3,170
201479.05555555562,2024-03-24T09:11:24.204Z,45.1371963,10.8004562,3.5758842314888355,17.57,17.37,3,170
201534.66666666674,2024-03-24T09:11:24.259Z,45.1371918,10.8004451,3.5648842314888327,17.714,17.57,3,170
201590.27777777787,2024-03-24T09:11:24.314Z,45.137188,10.8004336,3.5328842314888362,17.831,17.72,3,170
201645.888888889,2024-03-24T09:11:24.369Z,45.1371839,10.8004219,3.421884231488832,18.053,17.84,3,170
201701.50000000012,2024-03-24T09:11:24.424Z,45.1371799,10.8004107,3.438884231488835,18.028,18.06,3,170
201757.11111111124,2024-03-24T09:11:24.479Z,45.1371759,10.8003997,3.4308842314888324,17.915,18.03,3,170
201812.72222222236,2024-03-24T09:11:24.534Z,45.1371722,10.8003889,3.4178842314888342,17.717,17.92,3,170
201868.3333333335,2024-03-24T09:11:24.589Z,45.1371688,10.8003781,3.3968842314888334,17.504,17.72,3,170
201923.9444444446,2024-03-24T09:11:24.644Z,45.1371651,10.8003674,3.3838842314888353,17.331,17.51,3,170
201979.55555555574,2024-03-24T09:11:24.699Z,45.1371618,10.8003572,3.425884231488837,16.996,17.34,3,170
202035.16666666686,2024-03-24T09:11:24.754Z,45.1371583,10.800347,3.4938842314888348,16.798,17,3,170
202090.77777777798,2024-03-24T09:11:24.809Z,45.137155,10.8003371,3.472884231488834,16.508,16.8,3,170
202146.3888888891,2024-03-24T09:11:24.864Z,45.1371515,10.8003272,3.499884231488835,16.367,16.51,3,170
202202,2024-03-24T09:11:24.919Z,45.1371479,10.800318,3.4568842314888357,16.061,16.37,3,170
202257.61111111112,2024-03-24T09:11:24.974Z,45.1371444,10.8003089,3.3728842314888325,15.837,16.06,3,170
202313.22222222225,2024-03-24T09:11:25.029Z,45.1371409,10.8002991,3.3018842314888346,15.828,15.84,3,170
202368.83333333337,2024-03-24T09:11:25.084Z,45.1371373,10.8002897,3.2488842314888373,15.703,15.83,3,170
202424.4444444445,2024-03-24T09:11:25.139Z,45.1371339,10.8002803,3.1878842314888374,15.607,15.71,3,170
202480.05555555562,2024-03-24T09:11:25.194Z,45.1371304,10.8002714,3.0928842314888314,15.415,15.61,3,170
202535.66666666674,2024-03-24T09:11:25.249Z,45.1371279,10.8002629,3.0558842314888324,15.023,15.42,3,170
202591.27777777787,2024-03-24T09:11:25.304Z,45.1371253,10.8002541,3.0218842314888334,14.806,15.03,3,170
202646.888888889,2024-03-24T09:11:25.359Z,45.1371225,10.8002452,2.958884231488838,14.677,14.81,3,170
202702.50000000012,2024-03-24T09:11:25.414Z,45.1371205,10.8002361,2.928884231488837,14.543,14.68,3,170
202758.11111111124,2024-03-24T09:11:25.469Z,45.1371184,10.800228,2.813884231488835,14.207,14.55,3,170
202813.72222222236,2024-03-24T09:11:25.524Z,45.1371173,10.8002197,2.8628842314888345,13.841,14.22,3,170
202869.3333333335,2024-03-24T09:11:25.579Z,45.1371178,10.8002119,2.938884231488835,13.293,13.85,3,170
202924.9444444446,2024-03-24T09:11:25.634Z,45.1371173,10.8002038,2.9348842314888373,13.026,13.3,3,170
202980.55555555574,2024-03-24T09:11:25.689Z,45.1371168,10.800196,2.945884231488833,12.689,13.03,3,170
203036.16666666686,2024-03-24T09:11:25.744Z,45.1371156,10.8001881,2.9808842314888366,12.441,12.69,3,170
203091.77777777798,2024-03-24T09:11:25.799Z,45.1371147,10.8001801,2.9808842314888366,12.296,12.45,3,170
203147.3888888891,2024-03-24T09:11:25.854Z,45.137114,10.8001725,2.9878842314888345,12.072,12.3,3,170
203203,2024-03-24T09:11:25.909Z,45.1371138,10.8001648,2.9578842314888334,11.894,12.08,3,170
203258.61111111112,2024-03-24T09:11:25.964Z,45.137113,10.8001574,2.901884231488836,11.702,11.9,3,170
203314.22222222225,2024-03-24T09:11:26.019Z,45.137114,10.8001507,3.023884231488836,11.184,11.71,3,170
203369.83333333337,2024-03-24T09:11:26.074Z,45.1371148,10.8001443,3.073884231488833,10.758,11.19,3,170
203425.4444444445,2024-03-24T09:11:26.129Z,45.1371153,10.8001377,3.090884231488836,10.47,10.76,3,170
203481.05555555562,2024-03-24T09:11:26.184Z,45.1371151,10.8001317,2.915884231488832,10.22,10.47,3,170
203536.66666666674,2024-03-24T09:11:26.239Z,45.1371154,10.8001257,2.863884231488832,9.91,10.23,3,170
203592.27777777787,2024-03-24T09:11:26.294Z,45.1371151,10.8001195,2.8318842314888357,9.688,9.92,3,170
203647.888888889,2024-03-24T09:11:26.349Z,45.1371151,10.8001135,2.6668842314888366,9.584,9.69,3,170
203703.50000000012,2024-03-24T09:11:26.404Z,45.1371156,10.8001073,2.556884231488837,9.51,9.59,3,170
203759.11111111124,2024-03-24T09:11:26.459Z,45.1371163,10.8001019,2.6338842314888353,9.116,9.52,3,170
203814.72222222236,2024-03-24T09:11:26.514Z,45.1371173,10.8000963,2.651884231488836,8.889,9.13,3,170
203870.3333333335,2024-03-24T09:11:26.569Z,45.1371186,10.800091,2.6798842314888347,8.699,8.9,3,170
203925.9444444446,2024-03-24T09:11:26.624Z,45.1371207,10.8000864,2.7878842314888317,8.345,8.71,3,170
203981.55555555574,2024-03-24T09:11:26.679Z,45.137123,10.8000825,2.779884231488836,7.903,8.35,3,170
204037.16666666686,2024-03-24T09:11:26.734Z,45.1371253,10.8000784,2.8458842314888315,7.605,7.91,3,170
204092.77777777798,2024-03-24T09:11:26.789Z,45.1371278,10.8000748,2.8868842314888354,7.29,7.61,3,170
204148.3888888891,2024-03-24T09:11:26.844Z,45.1371312,10.8000715,2.9608842314888335,7.136,7.29,3,170
204204,2024-03-24T09:11:26.899Z,45.1371344,10.8000689,3.0648842314888327,6.791,7.14,3,150
204256.68421052632,2024-03-24T09:11:26.954Z,45.1371372,10.800066,3.0798842314888333,6.695,6.79,3,150
204309.36842105264,2024-03-24T09:11:27.009Z,45.1371408,10.8000628,3.070884231488833,7.01,6.7,3,150
204362.05263157896,2024-03-24T09:11:27.064Z,45.1371444,10.8000601,3.0078842314888377,7.141,7.01,3,150
204414.73684210528,2024-03-24T09:11:27.119Z,45.1371477,10.8000574,3.1628842314888317,6.948,7.14,3,150
204467.4210526316,2024-03-24T09:11:27.174Z,45.1371513,10.8000545,3.225884231488834,7.127,6.95,3,150
204520.10526315792,2024-03-24T09:11:27.229Z,45.1371554,10.8000515,3.388884231488838,7.375,7.13,3,150
204572.78947368424,2024-03-24T09:11:27.284Z,45.1371586,10.8000489,3.364884231488837,7.378,7.37,3,150
204625.47368421056,2024-03-24T09:11:27.339Z,45.1371626,10.8000472,3.3468842314888363,7.404,7.38,3,150
204678.15789473688,2024-03-24T09:11:27.394Z,45.1371662,10.8000455,3.300884231488837,7.343,7.4,3,150
204730.8421052632,2024-03-24T09:11:27.449Z,45.1371699,10.800044,3.2518842314888374,7.36,7.34,3,150
204783.52631578952,2024-03-24T09:11:27.504Z,45.1371738,10.8000428,3.1978842314888354,7.459,7.36,3,150
204836.21052631584,2024-03-24T09:11:27.559Z,45.1371786,10.8000423,2.9988842314888373,7.865,7.46,3,150
204888.89473684217,2024-03-24T09:11:27.614Z,45.1371831,10.8000415,2.8688842314888348,8.139,7.87,3,150
204941.57894736849,2024-03-24T09:11:27.669Z,45.137188,10.800041,2.880884231488835,8.418,8.14,3,150
204994.2631578948,2024-03-24T09:11:27.724Z,45.137194,10.8000411,2.925884231488837,9.05,8.42,3,150
205046.94736842113,2024-03-24T09:11:27.779Z,45.1371986,10.8000402,3.070884231488833,9.032,9.05,3,150
205099.63157894745,2024-03-24T09:11:27.834Z,45.1372032,10.8000395,3.067884231488833,9.079,9.03,3,150
205152.31578947377,2024-03-24T09:11:27.889Z,45.1372078,10.8000392,2.999884231488835,9.127,9.08,3,150
205205,2024-03-24T09:11:27.944Z,45.1372122,10.8000398,3.094884231488834,9.025,9.13,3,149
205260.61111111112,2024-03-24T09:11:27.999Z,45.1372164,10.8000407,3.181884231488837,8.879,9.03,3,149
205316.22222222225,2024-03-24T09:11:28.054Z,45.1372208,10.800042,3.1678842314888342,8.895,8.88,3,149
205371.83333333337,2024-03-24T09:11:28.109Z,45.1372256,10.800044,3.087884231488836,9.222,8.9,3,149
205427.4444444445,2024-03-24T09:11:28.164Z,45.1372301,10.8000461,3.131884231488833,9.229,9.22,3,149
205483.05555555562,2024-03-24T09:11:28.219Z,45.1372346,10.8000489,2.986884231488837,9.436,9.23,3,149
205538.66666666674,2024-03-24T09:11:28.274Z,45.1372393,10.8000512,2.9448842314888353,9.562,9.44,3,149
205594.27777777787,2024-03-24T09:11:28.329Z,45.1372443,10.8000539,2.9678842314888314,9.871,9.56,3,149
205649.888888889,2024-03-24T09:11:28.384Z,45.1372496,10.8000569,3.016884231488838,10.228,9.87,3,149
205705.50000000012,2024-03-24T09:11:28.439Z,45.1372546,10.8000603,3.056884231488837,10.455,10.23,3,149
205761.11111111124,2024-03-24T09:11:28.494Z,45.1372594,10.8000639,3.0728842314888354,10.561,10.46,3,149
205816.72222222236,2024-03-24T09:11:28.549Z,45.1372645,10.8000674,3.1638842314888365,10.738,10.56,3,149
205872.3333333335,2024-03-24T09:11:28.604Z,45.13727,10.8000718,3.127884231488835,11.195,10.74,3,149
205927.9444444446,2024-03-24T09:11:28.659Z,45.1372757,10.8000762,3.1908842314888375,11.621,11.2,3,149
205983.55555555574,2024-03-24T09:11:28.714Z,45.1372815,10.8000805,3.144884231488838,12.011,11.62,3,149
206039.16666666686,2024-03-24T09:11:28.769Z,45.1372872,10.8000848,3.236884231488837,12.225,12.01,3,149
206094.77777777798,2024-03-24T09:11:28.824Z,45.1372926,10.8000895,3.296884231488832,12.354,12.22,3,149
206150.3888888891,2024-03-24T09:11:28.879Z,45.1372988,10.8000945,3.297884231488837,12.9,12.35,3,149
206206,2024-03-24T09:11:28.934Z,45.1373054,10.8000997,3.3128842314888374,13.466,12.9,3,149
206261.61111111112,2024-03-24T09:11:28.989Z,45.1373118,10.8001051,3.3788842314888328,13.807,13.47,3,149
206317.22222222225,2024-03-24T09:11:29.044Z,45.1373182,10.8001115,3.3288842314888356,14.286,13.81,3,149
206372.83333333337,2024-03-24T09:11:29.099Z,45.1373249,10.8001173,3.316884231488835,14.692,14.29,3,149
206428.4444444445,2024-03-24T09:11:29.154Z,45.1373313,10.8001229,3.3758842314888327,14.765,14.69,3,149
206484.05555555562,2024-03-24T09:11:29.209Z,45.1373379,10.8001282,3.580884231488838,14.827,14.76,3,149
206539.66666666674,2024-03-24T09:11:29.264Z,45.1373447,10.8001331,3.7958842314888344,14.903,14.83,3,149
206595.27777777787,2024-03-24T09:11:29.319Z,45.1373516,10.8001388,3.965884231488836,15.162,14.9,3,149
206650.888888889,2024-03-24T09:11:29.374Z,45.137358,10.8001442,4.301884231488835,15.002,15.16,3,149
206706.50000000012,2024-03-24T09:11:29.429Z,45.1373648,10.80015,4.805884231488832,15.117,15.01,3,149
206762.11111111124,2024-03-24T09:11:29.484Z,45.1373713,10.8001554,5.181884231488837,15.01,15.13,3,149
206817.72222222236,2024-03-24T09:11:29.539Z,45.137378,10.8001605,5.491884231488832,14.975,15.03,3,149
206873.3333333335,2024-03-24T09:11:29.594Z,45.1373846,10.8001654,5.914884231488834,14.852,15,3,149
206928.9444444446,2024-03-24T09:11:29.649Z,45.1373912,10.8001702,6.187884231488837,14.751,14.89,3,149
206984.55555555574,2024-03-24T09:11:29.704Z,45.1373974,10.8001747,6.344884231488834,14.528,14.79,3,149
207040.16666666686,2024-03-24T09:11:29.759Z,45.1374035,10.8001796,6.533884231488834,14.392,14.57,3,149
207095.77777777798,2024-03-24T09:11:29.814Z,45.1374101,10.8001845,6.844884231488834,14.481,14.44,3,149
207151.3888888891,2024-03-24T09:11:29.869Z,45.1374164,10.8001893,7.037884231488832,14.444,14.54,3,149
207207,2024-03-24T09:11:29.924Z,45.137423,10.8001936,7.267884231488836,14.41,14.51,3,145
207262.61111111112,2024-03-24T09:11:29.979Z,45.1374292,10.800198,7.395884231488836,14.319,14.48,3,145
207318.22222222225,2024-03-24T09:11:30.034Z,45.1374354,10.8002033,7.462884231488836,14.372,14.39,3,145
207373.83333333337,2024-03-24T09:11:30.089Z,45.1374416,10.8002081,7.5588842314888325,14.334,14.45,3,145
207429.4444444445,2024-03-24T09:11:30.144Z,45.1374473,10.8002127,7.660884231488836,14.077,14.41,3,145
207485.05555555562,2024-03-24T09:11:30.199Z,45.1374527,10.8002169,7.7888842314888365,13.678,14.16,3,145
207540.66666666674,2024-03-24T09:11:30.254Z,45.1374582,10.8002213,7.854884231488832,13.523,13.76,3,145
207596.27777777787,2024-03-24T09:11:30.309Z,45.1374644,10.8002258,7.926884231488835,13.608,13.61,3,145
207651.888888889,2024-03-24T09:11:30.364Z,45.13747,10.8002317,8.069884231488835,13.72,13.69,3,145
207707.50000000012,2024-03-24T09:11:30.419Z,45.1374755,10.8002379,8.082884231488833,13.864,13.8,3,145
207763.11111111124,2024-03-24T09:11:30.474Z,45.1374811,10.8002433,8.081884231488836,13.833,13.94,3,145
207818.72222222236,2024-03-24T09:11:30.529Z,45.1374866,10.8002484,7.996884231488835,13.759,13.91,3,145
207874.3333333335,2024-03-24T09:11:30.584Z,45.1374924,10.8002539,7.895884231488836,13.907,13.83,3,145
207929.9444444446,2024-03-24T09:11:30.639Z,45.1374985,10.800259,7.735884231488832,14.023,13.97,3,145
207985.55555555574,2024-03-24T09:11:30.694Z,45.1375041,10.8002642,7.636884231488835,13.94,14.07,3,145
208041.16666666686,2024-03-24T09:11:30.749Z,45.1375097,10.8002694,7.494884231488832,13.908,13.98,3,145
208096.77777777798,2024-03-24T09:11:30.804Z,45.1375162,10.8002744,7.305884231488832,14.11,13.95,3,145
208152.3888888891,2024-03-24T09:11:30.859Z,45.1375226,10.8002797,7.135884231488838,14.337,14.14,3,145
208208,2024-03-24T09:11:30.914Z,45.1375291,10.8002849,6.839884231488838,14.521,14.36,3,145
208263.61111111112,2024-03-24T09:11:30.969Z,45.1375358,10.8002904,6.508884231488835,14.89,14.54,3,145
208319.22222222225,2024-03-24T09:11:31.024Z,45.1375421,10.8002963,6.131884231488833,15.135,14.9,3,145
208374.83333333337,2024-03-24T09:11:31.079Z,45.1375472,10.8003022,5.983884231488837,14.827,15.14,3,145
208430.4444444445,2024-03-24T09:11:31.134Z,45.1375525,10.8003075,5.833884231488838,14.455,14.83,3,145
208486.05555555562,2024-03-24T09:11:31.189Z,45.137558,10.8003126,5.649884231488834,14.221,14.46,3,145
208541.66666666674,2024-03-24T09:11:31.244Z,45.1375632,10.8003178,5.533884231488834,13.894,14.22,3,145
208597.27777777787,2024-03-24T09:11:31.299Z,45.1375686,10.8003233,5.471884231488836,13.808,13.89,3,145
208652.888888889,2024-03-24T09:11:31.354Z,45.137574,10.8003283,5.390884231488833,13.613,13.81,3,145
208708.50000000012,2024-03-24T09:11:31.409Z,45.1375792,10.8003336,5.330884231488838,13.47,13.61,3,145
208764.11111111124,2024-03-24T09:11:31.464Z,45.1375842,10.8003392,5.313884231488835,13.36,13.47,3,145
208819.72222222236,2024-03-24T09:11:31.519Z,45.1375888,10.8003449,5.212884231488836,13.176,13.36,3,145
208875.3333333335,2024-03-24T09:11:31.574Z,45.1375934,10.8003506,5.081884231488836,13.036,13.18,3,145
208930.9444444446,2024-03-24T09:11:31.629Z,45.1375975,10.8003567,4.995884231488837,12.861,13.04,3,145
208986.55555555574,2024-03-24T09:11:31.684Z,45.1376016,10.8003625,4.932884231488835,12.616,12.86,3,145
209042.16666666686,2024-03-24T09:11:31.739Z,45.1376053,10.8003683,4.900884231488838,12.281,12.62,3,145
209097.77777777798,2024-03-24T09:11:31.794Z,45.1376094,10.8003743,4.842884231488831,12.249,12.28,3,145
209153.3888888891,2024-03-24T09:11:31.849Z,45.1376132,10.8003801,4.7888842314888365,12.031,12.25,3,145
209209,2024-03-24T09:11:31.904Z,45.1376172,10.8003864,4.767884231488836,12.049,12.03,3,145
209264.61111111112,2024-03-24T09:11:31.959Z,45.1376209,10.8003925,4.786884231488834,11.912,12.05,3,145
209320.22222222225,2024-03-24T09:11:32.014Z,45.1376242,10.8003991,4.723884231488832,11.823,11.91,3,145
209375.83333333337,2024-03-24T09:11:32.069Z,45.1376278,10.8004055,4.748884231488837,11.762,11.83,3,145
209431.4444444445,2024-03-24T09:11:32.124Z,45.1376314,10.8004126,4.786884231488834,11.913,11.77,3,145
209487.05555555562,2024-03-24T09:11:32.179Z,45.1376346,10.800419,4.802884231488832,11.746,11.92,3,145
209542.66666666674,2024-03-24T09:11:32.234Z,45.1376378,10.8004255,4.813884231488835,11.603,11.75,3,145
209598.27777777787,2024-03-24T09:11:32.289Z,45.1376413,10.8004329,4.8158842314888375,11.931,11.61,3,145
209653.888888889,2024-03-24T09:11:32.344Z,45.1376441,10.8004401,4.7888842314888365,11.898,11.93,3,145
209709.50000000012,2024-03-24T09:11:32.399Z,45.1376468,10.8004481,4.7988842314888345,12.093,11.9,3,145
209765.11111111124,2024-03-24T09:11:32.454Z,45.137649,10.8004567,4.855884231488837,12.309,12.1,3,145
209820.72222222236,2024-03-24T09:11:32.509Z,45.1376511,10.800465,4.865884231488835,12.371,12.31,3,145
209876.3333333335,2024-03-24T09:11:32.564Z,45.1376531,10.8004733,4.893884231488833,12.348,12.37,3,145
209931.9444444446,2024-03-24T09:11:32.619Z,45.137655,10.8004815,4.900884231488838,12.354,12.35,3,145
209987.55555555574,2024-03-24T09:11:32.674Z,45.1376569,10.8004895,4.873884231488837,12.248,12.35,3,145
210043.16666666686,2024-03-24T09:11:32.729Z,45.1376585,10.8004972,4.779884231488836,12.009,12.25,3,145
210098.77777777798,2024-03-24T09:11:32.784Z,45.1376602,10.8005047,4.705884231488838,11.766,12.01,3,145
210154.3888888891,2024-03-24T09:11:32.839Z,45.1376617,10.8005125,4.695884231488833,11.66,11.77,3,145
210210,2024-03-24T09:11:32.894Z,45.1376625,10.8005202,4.6228842314888325,11.492,11.66,3,145
210262.68421052632,2024-03-24T09:11:32.949Z,45.1376635,10.8005282,4.596884231488836,11.563,11.5,3,145
210315.36842105264,2024-03-24T09:11:33.004Z,45.1376644,10.8005362,4.598884231488832,11.56,11.57,3,145
210368.05263157896,2024-03-24T09:11:33.059Z,45.1376651,10.8005444,4.524884231488834,11.691,11.56,3,145
210420.73684210528,2024-03-24T09:11:33.114Z,45.1376657,10.8005525,4.464884231488838,11.736,11.69,3,145
210473.4210526316,2024-03-24T09:11:33.169Z,45.1376662,10.8005608,4.447884231488835,11.801,11.74,3,145
210526.10526315792,2024-03-24T09:11:33.224Z,45.1376665,10.8005689,4.4508842314888355,11.755,11.81,3,145
210578.78947368424,2024-03-24T09:11:33.279Z,45.1376667,10.8005773,4.428884231488837,11.848,11.76,3,145
210631.47368421056,2024-03-24T09:11:33.334Z,45.1376665,10.8005861,4.361884231488837,12.098,11.85,3,145
210684.15789473688,2024-03-24T09:11:33.389Z,45.1376661,10.8005949,4.252884231488835,12.297,12.1,3,145
210736.8421052632,2024-03-24T09:11:33.444Z,45.1376655,10.8006031,4.216884231488834,12.137,12.3,3,145
210789.52631578952,2024-03-24T09:11:33.499Z,45.1376652,10.8006119,4.193884231488838,12.328,12.14,3,145
210842.21052631584,2024-03-24T09:11:33.554Z,45.1376646,10.8006208,4.215884231488836,12.461,12.33,3,145
210894.89473684217,2024-03-24T09:11:33.609Z,45.1376634,10.8006301,4.202884231488838,12.776,12.47,3,145
210947.57894736849,2024-03-24T09:11:33.664Z,45.1376626,10.800639,4.2478842314888325,12.728,12.78,3,145
211000.2631578948,2024-03-24T09:11:33.719Z,45.137662,10.8006482,4.2718842314888334,12.838,12.73,3,145
211052.94736842113,2024-03-24T09:11:33.774Z,45.1376615,10.8006581,4.327884231488838,13.203,12.84,3,145
211105.63157894745,2024-03-24T09:11:33.829Z,45.1376608,10.8006673,4.381884231488833,13.169,13.21,3,145
211158.31578947377,2024-03-24T09:11:33.884Z,45.1376593,10.8006766,4.441884231488835,13.248,13.17,3,145
211211,2024-03-24T09:11:33.939Z,45.1376574,10.8006859,4.451884231488833,13.406,13.25,3,150
211266.61111111112,2024-03-24T09:11:33.994Z,45.1376554,10.8006955,4.532884231488836,13.583,13.41,3,150
211322.22222222225,2024-03-24T09:11:34.049Z,45.1376534,10.8007052,4.666884231488837,13.738,13.58,3,150
211377.83333333337,2024-03-24T09:11:34.104Z,45.1376511,10.800714,4.662884231488832,13.58,13.74,3,150
211433.4444444445,2024-03-24T09:11:34.159Z,45.1376487,10.800723,4.738884231488832,13.567,13.58,3,150
211489.05555555562,2024-03-24T09:11:34.214Z,45.1376468,10.8007319,4.803884231488837,13.42,13.57,3,150
211544.66666666674,2024-03-24T09:11:34.269Z,45.1376445,10.8007403,4.822884231488835,13.179,13.42,3,150
211600.27777777787,2024-03-24T09:11:34.324Z,45.1376422,10.8007488,4.864884231488837,13.06,13.18,3,150
211655.888888889,2024-03-24T09:11:34.379Z,45.1376396,10.8007574,5.009884231488833,13.032,13.06,3,150
211711.50000000012,2024-03-24T09:11:34.434Z,45.1376369,10.8007659,5.198884231488833,12.997,13.03,3,150
211767.11111111124,2024-03-24T09:11:34.489Z,45.1376344,10.800774,5.448884231488833,12.692,13,3,150
211822.72222222236,2024-03-24T09:11:34.544Z,45.137632,10.8007818,5.6838842314888325,12.393,12.69,3,150
211878.3333333335,2024-03-24T09:11:34.599Z,45.137629,10.8007894,5.964884231488838,12.199,12.4,3,150
211933.9444444446,2024-03-24T09:11:34.654Z,45.1376266,10.800797,6.327884231488838,11.896,12.2,3,150
211989.55555555574,2024-03-24T09:11:34.709Z,45.1376243,10.8008047,6.648884231488836,11.756,11.91,3,150
212045.16666666686,2024-03-24T09:11:34.764Z,45.1376222,10.8008126,6.806884231488837,11.793,11.77,3,150
212100.77777777798,2024-03-24T09:11:34.819Z,45.1376193,10.8008208,6.999884231488835,12.043,11.81,3,150
